device,size,epochs_trained,avg_epoch_time_s,total_train_time_s,final_val_rmse,final_val_mae,final_val_r2
CPU,small,19,5.621327851947985,107.1040256023407,5.680247954745688,2.501277446746826,0.6721141934394836
CPU,medium,25,6.166264820098877,154.4024257659912,5.545790703330454,2.459198474884033,0.6874532699584961
CPU,large,25,8.011172752380372,200.5177857875824,5.547873479675287,2.385223865509033,0.687218427658081
