device,size,epochs_trained,avg_epoch_time_s,total_train_time_s,final_val_rmse,final_val_mae,final_val_r2
GPU,small,25,2.868734931945801,71.98908519744873,5.645050257280848,2.479001760482788,0.6761651039123535
GPU,medium,24,2.7397897938887277,65.98864316940308,5.542639778380932,2.4795517921447754,0.6878082752227783
GPU,large,25,2.9054516983032226,72.89225268363953,5.537542524669623,2.4304065704345703,0.6883822679519653
